Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
73	1.5	1.5	1.5	1.5
74	1.5	1.5	1.5	1.5
75	1.5	1.5	1.5	1.5
76	1.5	1.5	1.5	1.5
77	1.5	1.5	1.5	1.5
78	1.5	1.5	1.5	1.5
79	1.5	1.5	1.5	1.5
80	1.5	1.5	1.5	1.5
81	1.5	1.5	1.5	1.5
82	1.5	1.5	1.5	1.5
83	1.5	1.5	1.5	1.5
84	1.5	1.5	1.5	1.5
85	1.5	1.5	1.5	1.5
86	1.5	1.5	1.5	1.5
87	1.5	1.5	1.5	1.5
88	1.5	1.5	1.5	1.5
89	1.5	1.5	1.5	1.5
90	1.5	1.5	1.5	1.5
91	1.5	1.5	1.5	1.5
92	1.5	1.5	1.5	1.5
93	1.5	1.5	1.5	1.5
94	1.5	1.5	1.5	1.5
95	1.5	1.5	1.5	1.5
96	1.5	1.5	1.5	1.5
97	1.5	1.5	1.5	1.5
98	1.5	1.5	1.5	1.5
99	1.5	1.5	1.5	1.5
100	1.5	1.5	1.5	1.5
101	1.5	1.5	1.5	1.5
102	1.5	1.5	1.5	1.5
103	1.5	1.5	1.5	1.5
104	1.5	1.5	1.5	1.5
105	1.5	1.5	1.5	1.5
106	1.5	1.5	1.5	1.5
107	1.5	1.5	1.5	1.5
108	1.5	1.5	1.5	1.5
109	1.5	1.5	1.5	1.5
110	1.5	1.5	1.5	1.5
111	1.5	1.5	1.5	1.5
112	1.5	1.5	1.5	1.5
113	1.5	1.5	1.5	1.5
114	1.5	1.5	1.5	1.5
115	1.5	1.5	1.5	1.5
116	1.5	1.5	1.5	1.5
117	1.5	1.5	1.5	1.5
118	1.5	1.5	1.5	1.5
119	1.5	1.5	1.5	1.5
120	1.5	1.5	1.5	1.5
121	1.5	1.5	1.5	1.5
122	1.5	1.5	1.5	1.5
123	1.5	1.5	1.5	1.5
124	1.5	1.5	1.5	1.5
125	1.5	1.5	1.5	1.5
126	1.5	1.5	1.5	1.5
127	1.5	1.5	1.5	1.5
128	1.5	1.5	1.5	1.5
129	1.5	1.5	1.5	1.5
130	1.5	1.5	1.5	1.5
131	1.5	1.5	1.5	1.5
132	1.5	1.5	1.5	1.5
133	1.5	1.5	1.5	1.5
134	1.5	1.5	1.5	1.5
135	1.5	1.5	1.5	1.5
136	1.5	1.5	1.5	1.5
137	1.5	1.5	1.5	1.5
138	1.5	1.5	1.5	1.5
139	1.5	1.5	1.5	1.5
140	1.5	1.5	1.5	1.5
141	1.5	1.5	1.5	1.5
142	1.5	1.5	1.5	1.5
143	1.5	1.5	1.5	1.5
144	1.495998794	1.495998794	1.495998794	1.486076062
145	1.492008262	1.492008262	1.492008262	1.472281374
146	1.488028374	1.488028374	1.488028374	1.458614737
147	1.484059103	1.484059103	1.484059103	1.445074963
148	1.480100419	1.480100419	1.480100419	1.431660873
149	1.476152295	1.476152295	1.476152295	1.418371301
150	1.472214702	1.472214702	1.472214702	1.405205091
151	1.468287613	1.468287613	1.468287613	1.392161099
152	1.464371	1.464371	1.464371	1.379238188
153	1.460464833	1.460464833	1.460464833	1.366435237
154	1.456569087	1.456569087	1.456569087	1.35375113
155	1.452683732	1.452683732	1.452683732	1.341184765
156	1.448808741	1.448808741	1.448808741	1.328735049
157	1.444944086	1.444944086	1.444944086	1.316400899
158	1.441089741	1.441089741	1.441089741	1.304181242
159	1.437245677	1.437245677	1.437245677	1.292075016
160	1.433411866	1.433411866	1.433411866	1.280081168
161	1.429588283	1.429588283	1.429588283	1.268198653
162	1.425774898	1.425774898	1.425774898	1.25642644
163	1.421971686	1.421971686	1.421971686	1.244763504
164	1.418178619	1.418178619	1.418178619	1.23320883
165	1.414395669	1.414395669	1.414395669	1.221761415
166	1.410622811	1.410622811	1.410622811	1.210420261
167	1.406860016	1.406860016	1.406860016	1.199184383
168	1.403107259	1.403107259	1.403107259	1.188052803
169	1.399364512	1.399364512	1.399364512	1.177024554
170	1.395631748	1.395631748	1.395631748	1.166098675
171	1.391908942	1.391908942	1.391908942	1.155274218
172	1.388196066	1.388196066	1.388196066	1.14455024
173	1.384493094	1.384493094	1.384493094	1.133925809
174	1.3808	1.3808	1.3808	1.1234
175	1.379858402	1.379858402	1.379858402	1.132286482
176	1.378815505	1.378815505	1.378815505	1.14091151
177	1.377673271	1.377673271	1.377673271	1.149279169
178	1.37643363	1.37643363	1.37643363	1.157393491
179	1.375098487	1.375098487	1.375098487	1.165258455
180	1.373669722	1.373669722	1.373669722	1.172877989
181	1.372149185	1.372149185	1.372149185	1.180255968
182	1.370538701	1.370538701	1.370538701	1.187396218
183	1.36884007	1.36884007	1.36884007	1.194302513
184	1.367055065	1.367055065	1.367055065	1.200978579
185	1.365185434	1.365185434	1.365185434	1.207428092
186	1.3632329	1.3632329	1.3632329	1.21365468
187	1.361199162	1.361199162	1.361199162	1.219661923
188	1.359085895	1.359085895	1.359085895	1.225453355
189	1.356894747	1.356894747	1.356894747	1.231032461
190	1.354627346	1.354627346	1.354627346	1.236402682
191	1.352285294	1.352285294	1.352285294	1.241567412
192	1.349870172	1.349870172	1.349870172	1.246530001
193	1.347383535	1.347383535	1.347383535	1.251293754
194	1.344826917	1.344826917	1.344826917	1.255861932
195	1.342201832	1.342201832	1.342201832	1.260237754
196	1.339509769	1.339509769	1.339509769	1.264424393
197	1.336752195	1.336752195	1.336752195	1.268424984
198	1.333930558	1.333930558	1.333930558	1.272242616
199	1.331046282	1.331046282	1.331046282	1.275880339
200	1.328100774	1.328100774	1.328100774	1.279341162
201	1.325095415	1.325095415	1.325095415	1.282628053
202	1.32203157	1.32203157	1.32203157	1.285743941
203	1.318910583	1.318910583	1.318910583	1.288691714
204	1.315733776	1.315733776	1.315733776	1.291474224
205	1.312502453	1.312502453	1.312502453	1.294094281
206	1.309217899	1.309217899	1.309217899	1.29655466
207	1.305881379	1.305881379	1.305881379	1.298858097
208	1.30249414	1.30249414	1.30249414	1.301007291
209	1.299057408	1.299057408	1.299057408	1.303004906
210	1.295572395	1.295572395	1.295572395	1.304853568
211	1.29204029	1.29204029	1.29204029	1.306555869
212	1.288462266	1.288462266	1.288462266	1.308114363
213	1.28483948	1.28483948	1.28483948	1.309531571
214	1.28117307	1.28117307	1.28117307	1.310809982
215	1.277464155	1.277464155	1.277464155	1.311952046
216	1.273713841	1.273713841	1.273713841	1.312960183
217	1.269923213	1.269923213	1.269923213	1.313836779
218	1.266093343	1.266093343	1.266093343	1.314584187
219	1.262225283	1.262225283	1.262225283	1.315204728
220	1.258320073	1.258320073	1.258320073	1.315700691
221	1.254378733	1.254378733	1.254378733	1.316074333
222	1.250402269	1.250402269	1.250402269	1.31632788
223	1.246391673	1.246391673	1.246391673	1.316463529
224	1.242347918	1.242347918	1.242347918	1.316483442
225	1.238271966	1.238271966	1.238271966	1.316389757
226	1.234164762	1.234164762	1.234164762	1.316184578
227	1.230027234	1.230027234	1.230027234	1.315869981
228	1.2258603	1.2258603	1.2258603	1.315448014
229	1.221664861	1.221664861	1.221664861	1.314920695
230	1.217441803	1.217441803	1.217441803	1.314290014
231	1.213191999	1.213191999	1.213191999	1.313557934
232	1.20891631	1.20891631	1.20891631	1.31272639
233	1.204615581	1.204615581	1.204615581	1.31179729
234	1.200290643	1.200290643	1.200290643	1.310772515
235	1.195942317	1.195942317	1.195942317	1.30965392
236	1.191571407	1.191571407	1.191571407	1.308443332
237	1.187178707	1.187178707	1.187178707	1.307142554
238	1.182764996	1.182764996	1.182764996	1.305753364
239	1.178331043	1.178331043	1.178331043	1.304277513
240	1.173877602	1.173877602	1.173877602	1.302716728
241	1.169405416	1.169405416	1.169405416	1.301072712
242	1.164915216	1.164915216	1.164915216	1.299347141
243	1.16040772	1.16040772	1.16040772	1.297541672
244	1.155883637	1.155883637	1.155883637	1.295657933
245	1.15134366	1.15134366	1.15134366	1.293697532
246	1.146788475	1.146788475	1.146788475	1.291662053
247	1.142218753	1.142218753	1.142218753	1.289553057
248	1.137635155	1.137635155	1.137635155	1.287372083
249	1.133038334	1.133038334	1.133038334	1.285120648
250	1.128428927	1.128428927	1.128428927	1.282800245
251	1.123807564	1.123807564	1.123807564	1.280412348
252	1.119174863	1.119174863	1.119174863	1.277958408
253	1.114531432	1.114531432	1.114531432	1.275439856
254	1.109877867	1.109877867	1.109877867	1.272858101
255	1.105214758	1.105214758	1.105214758	1.270214531
256	1.10054268	1.10054268	1.10054268	1.267510517
257	1.095862202	1.095862202	1.095862202	1.264747406
258	1.09117388	1.09117388	1.09117388	1.261926526
259	1.086478264	1.086478264	1.086478264	1.259049188
260	1.081775891	1.081775891	1.081775891	1.25611668
261	1.077067291	1.077067291	1.077067291	1.253130275
262	1.072352983	1.072352983	1.072352983	1.250091222
263	1.06763348	1.06763348	1.06763348	1.247000757
264	1.062909281	1.062909281	1.062909281	1.243860094
265	1.058180881	1.058180881	1.058180881	1.24067043
266	1.053448764	1.053448764	1.053448764	1.237432944
267	1.048713405	1.048713405	1.048713405	1.234148797
268	1.043975271	1.043975271	1.043975271	1.230819133
269	1.039234822	1.039234822	1.039234822	1.22744508
270	1.034492508	1.034492508	1.034492508	1.224027746
271	1.02974877	1.02974877	1.02974877	1.220568225
272	1.025004044	1.025004044	1.025004044	1.217067593
273	1.020258756	1.020258756	1.020258756	1.21352691
274	1.015513323	1.015513323	1.015513323	1.20994722
275	1.010768158	1.010768158	1.010768158	1.206329552
276	1.006023663	1.006023663	1.006023663	1.202674918
277	1.001280234	1.001280234	1.001280234	1.198984313
278	0.996538259	0.996538259	0.996538259	1.195258721
279	0.991798119	0.991798119	0.991798119	1.191499107
280	0.987060189	0.987060189	0.987060189	1.187706423
281	0.982324834	0.982324834	0.982324834	1.183881605
282	0.977592415	0.977592415	0.977592415	1.180025577
283	0.972863284	0.972863284	0.972863284	1.176139245
284	0.968137787	0.968137787	0.968137787	1.172223503
285	0.963416265	0.963416265	0.963416265	1.168279232
286	0.958699048	0.958699048	0.958699048	1.164307297
287	0.953986465	0.953986465	0.953986465	1.16030855
288	0.949278834	0.949278834	0.949278834	1.156283831
289	0.944576469	0.944576469	0.944576469	1.152233965
290	0.939879677	0.939879677	0.939879677	1.148159765
291	0.935188759	0.935188759	0.935188759	1.144062031
292	0.930504011	0.930504011	0.930504011	1.139941549
293	0.925825721	0.925825721	0.925825721	1.135799093
294	0.921154173	0.921154173	0.921154173	1.131635427
295	0.916489643	0.916489643	0.916489643	1.127451299
296	0.911832404	0.911832404	0.911832404	1.123247447
297	0.907182721	0.907182721	0.907182721	1.119024597
298	0.902540855	0.902540855	0.902540855	1.114783463
299	0.897907061	0.897907061	0.897907061	1.110524747
300	0.893281588	0.893281588	0.893281588	1.10624914
301	0.888664681	0.888664681	0.888664681	1.101957322
302	0.884056578	0.884056578	0.884056578	1.097649961
303	0.879457514	0.879457514	0.879457514	1.093327714
304	0.874867716	0.874867716	0.874867716	1.088991229
305	0.870287409	0.870287409	0.870287409	1.08464114
306	0.865716812	0.865716812	0.865716812	1.080278074
307	0.861156137	0.861156137	0.861156137	1.075902645
308	0.856605595	0.856605595	0.856605595	1.071515458
309	0.85206539	0.85206539	0.85206539	1.067117107
310	0.847535721	0.847535721	0.847535721	1.062708177
311	0.843016783	0.843016783	0.843016783	1.058289242
312	0.858663173	0.858663173	0.858663173	1.06237734
313	0.874599961	0.874599961	0.874599961	1.066481229
314	0.890832536	0.890832536	0.890832536	1.070600972
315	0.907366387	0.907366387	0.907366387	1.074736629
316	0.924207106	0.924207106	0.924207106	1.078888262
317	0.941360389	0.941360389	0.941360389	1.083055933
318	0.958832037	0.958832037	0.958832037	1.087239703
319	0.976627959	0.976627959	0.976627959	1.091439634
320	0.994754173	0.994754173	0.994754173	1.095655789
321	1.013216809	1.013216809	1.013216809	1.099888232
322	1.032022112	1.032022112	1.032022112	1.104137023
323	1.051176442	1.051176442	1.051176442	1.108402228
324	1.070686276	1.070686276	1.070686276	1.112683909
325	1.090558212	1.090558212	1.090558212	1.116982129
326	1.110798971	1.110798971	1.110798971	1.121296954
327	1.131415399	1.131415399	1.131415399	1.125628446
328	1.152414468	1.152414468	1.152414468	1.12997667
329	1.173803279	1.173803279	1.173803279	1.134341692
330	1.195589067	1.195589067	1.195589067	1.138723575
331	1.217779199	1.217779199	1.217779199	1.143122385
332	1.24038118	1.24038118	1.24038118	1.147538187
333	1.263402653	1.263402653	1.263402653	1.151971047
334	1.286851405	1.286851405	1.286851405	1.156421031
335	1.310735366	1.310735366	1.310735366	1.160888205
336	1.335062614	1.335062614	1.335062614	1.165372636
337	1.359841374	1.359841374	1.359841374	1.169874389
338	1.385080029	1.385080029	1.385080029	1.174393533
339	1.410787113	1.410787113	1.410787113	1.178930133
340	1.436971321	1.436971321	1.436971321	1.183484259
341	1.463641507	1.463641507	1.463641507	1.188055976
342	1.490806692	1.490806692	1.490806692	1.192645354
343	1.48887512	1.48887512	1.48887512	1.200615658
344	1.48685115	1.48685115	1.48685115	1.208335546
345	1.484736663	1.484736663	1.484736663	1.215808976
346	1.482533511	1.482533511	1.482533511	1.223039857
347	1.480243521	1.480243521	1.480243521	1.230032045
348	1.477868493	1.477868493	1.477868493	1.236789344
349	1.475410201	1.475410201	1.475410201	1.24331551
350	1.472870394	1.472870394	1.472870394	1.24961425
351	1.470250796	1.470250796	1.470250796	1.25568922
352	1.467553104	1.467553104	1.467553104	1.261544029
353	1.464778993	1.464778993	1.464778993	1.267182238
354	1.461930112	1.461930112	1.461930112	1.272607362
355	1.459008087	1.459008087	1.459008087	1.277822867
356	1.456014519	1.456014519	1.456014519	1.282832175
357	1.452950987	1.452950987	1.452950987	1.287638663
358	1.449819046	1.449819046	1.449819046	1.29224566
359	1.446620228	1.446620228	1.446620228	1.296656455
360	1.443356043	1.443356043	1.443356043	1.30087429
361	1.440027978	1.440027978	1.440027978	1.304902365
362	1.4366375	1.4366375	1.4366375	1.308743836
363	1.433186052	1.433186052	1.433186052	1.312401819
364	1.429675057	1.429675057	1.429675057	1.315879387
365	1.426105916	1.426105916	1.426105916	1.31917957
366	1.42248001	1.42248001	1.42248001	1.322305361
367	1.418798698	1.418798698	1.418798698	1.325259711
368	1.41506332	1.41506332	1.41506332	1.328045529
369	1.411275196	1.411275196	1.411275196	1.330665689
370	1.407435624	1.407435624	1.407435624	1.333123023
371	1.403545886	1.403545886	1.403545886	1.335420327
372	1.399607242	1.399607242	1.399607242	1.337560356
373	1.395620934	1.395620934	1.395620934	1.339545831
374	1.391588184	1.391588184	1.391588184	1.341379434
375	1.387510196	1.387510196	1.387510196	1.343063812
376	1.383388158	1.383388158	1.383388158	1.344601574
377	1.379223236	1.379223236	1.379223236	1.345995296
378	1.375016581	1.375016581	1.375016581	1.347247516
379	1.370769324	1.370769324	1.370769324	1.34836074
380	1.366482581	1.366482581	1.366482581	1.349337438
381	1.36215745	1.36215745	1.36215745	1.350180046
382	1.357795011	1.357795011	1.357795011	1.350890968
383	1.353396328	1.353396328	1.353396328	1.351472574
384	1.348962448	1.348962448	1.348962448	1.351927201
385	1.344494404	1.344494404	1.344494404	1.352257154
386	1.339993209	1.339993209	1.339993209	1.352464708
387	1.335459864	1.335459864	1.335459864	1.352552103
388	1.330895351	1.330895351	1.330895351	1.35252155
389	1.326300639	1.326300639	1.326300639	1.352375231
390	1.32167668	1.32167668	1.32167668	1.352115294
391	1.317024412	1.317024412	1.317024412	1.351743861
392	1.312344758	1.312344758	1.312344758	1.35126302
393	1.307638626	1.307638626	1.307638626	1.350674834
394	1.30290691	1.30290691	1.30290691	1.349981335
395	1.298150488	1.298150488	1.298150488	1.349184527
396	1.293370227	1.293370227	1.293370227	1.348286386
397	1.288566977	1.288566977	1.288566977	1.347288859
398	1.283741575	1.283741575	1.283741575	1.346193868
399	1.278894847	1.278894847	1.278894847	1.345003307
400	1.274027603	1.274027603	1.274027603	1.343719041
401	1.269140639	1.269140639	1.269140639	1.342342912
402	1.264234741	1.264234741	1.264234741	1.340876734
403	1.25931068	1.25931068	1.25931068	1.339322295
404	1.254369214	1.254369214	1.254369214	1.337681359
405	1.249411091	1.249411091	1.249411091	1.335955664
406	1.244437044	1.244437044	1.244437044	1.334146923
407	1.239447794	1.239447794	1.239447794	1.332256825
408	1.234444053	1.234444053	1.234444053	1.330287034
409	1.229426517	1.229426517	1.229426517	1.328239191
410	1.224395872	1.224395872	1.224395872	1.326114914
411	1.219352795	1.219352795	1.219352795	1.323915796
412	1.214297947	1.214297947	1.214297947	1.321643409
413	1.209231982	1.209231982	1.209231982	1.319299299
414	1.204155539	1.204155539	1.204155539	1.316884994
415	1.199069249	1.199069249	1.199069249	1.314401996
416	1.193973732	1.193973732	1.193973732	1.311851788
417	1.188869596	1.188869596	1.188869596	1.30923583
418	1.183757438	1.183757438	1.183757438	1.30655556
419	1.178637848	1.178637848	1.178637848	1.303812397
420	1.173511402	1.173511402	1.173511402	1.301007737
421	1.168378668	1.168378668	1.168378668	1.298142958
422	1.163240203	1.163240203	1.163240203	1.295219415
423	1.158096556	1.158096556	1.158096556	1.292238445
424	1.152948263	1.152948263	1.152948263	1.289201365
425	1.147795855	1.147795855	1.147795855	1.286109471
426	1.14263985	1.14263985	1.14263985	1.282964042
427	1.137480758	1.137480758	1.137480758	1.279766337
428	1.132319079	1.132319079	1.132319079	1.276517595
429	1.127155306	1.127155306	1.127155306	1.273219039
430	1.121989921	1.121989921	1.121989921	1.269871872
431	1.116823399	1.116823399	1.116823399	1.266477278
432	1.111656203	1.111656203	1.111656203	1.263036427
433	1.106488793	1.106488793	1.106488793	1.259550467
434	1.101321615	1.101321615	1.101321615	1.256020532
435	1.09615511	1.09615511	1.09615511	1.252447737
436	1.09098971	1.09098971	1.09098971	1.24883318
437	1.085825839	1.085825839	1.085825839	1.245177943
438	1.080663913	1.080663913	1.080663913	1.241483093
439	1.07550434	1.07550434	1.07550434	1.237749677
440	1.07034752	1.07034752	1.07034752	1.233978729
441	1.065193845	1.065193845	1.065193845	1.230171267
442	1.060043702	1.060043702	1.060043702	1.226328292
443	1.054897468	1.054897468	1.054897468	1.22245079
444	1.049755513	1.049755513	1.049755513	1.218539732
445	1.0446182	1.0446182	1.0446182	1.214596075
446	1.039485886	1.039485886	1.039485886	1.210620758
447	1.03435892	1.03435892	1.03435892	1.206614709
448	1.029237645	1.029237645	1.029237645	1.202578839
449	1.024122394	1.024122394	1.024122394	1.198514047
450	1.019013498	1.019013498	1.019013498	1.194421215
451	1.013911279	1.013911279	1.013911279	1.190301214
452	1.008816051	1.008816051	1.008816051	1.1861549
453	1.003728125	1.003728125	1.003728125	1.181983114
454	0.998647802	0.998647802	0.998647802	1.177786686
455	0.99357538	0.99357538	0.99357538	1.173566432
456	0.988511149	0.988511149	0.988511149	1.169323155
457	0.983455393	0.983455393	0.983455393	1.165057645
458	0.97840839	0.97840839	0.97840839	1.160770678
459	0.973370414	0.973370414	0.973370414	1.156463021
460	0.968341731	0.968341731	0.968341731	1.152135425
461	0.963322601	0.963322601	0.963322601	1.147788631
462	0.958313281	0.958313281	0.958313281	1.143423367
463	0.953314019	0.953314019	0.953314019	1.13904035
464	0.94832506	0.94832506	0.94832506	1.134640284
465	0.943346644	0.943346644	0.943346644	1.130223863
466	0.938379003	0.938379003	0.938379003	1.125791768
467	0.933422365	0.933422365	0.933422365	1.12134467
468	0.928476955	0.928476955	0.928476955	1.116883228
469	0.92354299	0.92354299	0.92354299	1.112408091
470	0.918620684	0.918620684	0.918620684	1.107919897
471	0.913710243	0.913710243	0.913710243	1.103419273
472	0.908811872	0.908811872	0.908811872	1.098906836
473	0.903925769	0.903925769	0.903925769	1.094383191
474	0.899052128	0.899052128	0.899052128	1.089848935
475	0.894191138	0.894191138	0.894191138	1.085304653
476	0.889342984	0.889342984	0.889342984	1.080750922
477	0.884507845	0.884507845	0.884507845	1.076188307
478	0.879685897	0.879685897	0.879685897	1.071617365
479	0.874877311	0.874877311	0.874877311	1.067038644
480	0.870082255	0.870082255	0.870082255	1.06245268
481	0.86530089	0.86530089	0.86530089	1.057860001
482	0.860533376	0.860533376	0.860533376	1.053261127
483	0.855779866	0.855779866	0.855779866	1.048656568
484	0.851040511	0.851040511	0.851040511	1.044046824
485	0.846315457	0.846315457	0.846315457	1.039432387
486	0.841604847	0.841604847	0.841604847	1.034813742
487	0.836908819	0.836908819	0.836908819	1.030191363
488	0.832227508	0.832227508	0.832227508	1.025565717
489	0.827561044	0.827561044	0.827561044	1.020937262
490	0.822909556	0.822909556	0.822909556	1.016306447
491	0.818273166	0.818273166	0.818273166	1.011673715
492	0.813651994	0.813651994	0.813651994	1.0070395
493	0.809046158	0.809046158	0.809046158	1.002404227
494	0.80445577	0.80445577	0.80445577	0.997768315
495	0.799880939	0.799880939	0.799880939	0.993132174
496	0.795321773	0.795321773	0.795321773	0.988496208
497	0.790778373	0.790778373	0.790778373	0.983860811
498	0.78625084	0.78625084	0.78625084	0.979226372
499	0.78173927	0.78173927	0.78173927	0.974593272
500	0.777243757	0.777243757	0.777243757	0.969961885
501	0.77276439	0.77276439	0.77276439	0.965332577
502	0.768301257	0.768301257	0.768301257	0.960705709
503	0.763854442	0.763854442	0.763854442	0.956081632
504	0.759424026	0.759424026	0.759424026	0.951460694
505	0.755010087	0.755010087	0.755010087	0.946843233
506	0.750612701	0.750612701	0.750612701	0.942229583
507	0.746231941	0.746231941	0.746231941	0.93762007
508	0.741867877	0.741867877	0.741867877	0.933015015
509	0.737520574	0.737520574	0.737520574	0.92841473
510	0.733190099	0.733190099	0.733190099	0.923819525
511	0.733190099	0.733190099	0.733190099	0.923819525
512	0.733190099	0.733190099	0.733190099	0.923819525
513	0.733190099	0.733190099	0.733190099	0.923819525
514	0.733190099	0.733190099	0.733190099	0.923819525
515	0.733190099	0.733190099	0.733190099	0.923819525
516	0.733190099	0.733190099	0.733190099	0.923819525
517	0.733190099	0.733190099	0.733190099	0.923819525
518	0.733190099	0.733190099	0.733190099	0.923819525
519	0.733190099	0.733190099	0.733190099	0.923819525
520	0.733190099	0.733190099	0.733190099	0.923819525
521	0.733190099	0.733190099	0.733190099	0.923819525
522	0.733190099	0.733190099	0.733190099	0.923819525
523	0.733190099	0.733190099	0.733190099	0.923819525
524	0.733190099	0.733190099	0.733190099	0.923819525
525	0.733190099	0.733190099	0.733190099	0.923819525
526	0.733190099	0.733190099	0.733190099	0.923819525
527	0.733190099	0.733190099	0.733190099	0.923819525
528	0.733190099	0.733190099	0.733190099	0.923819525
529	0.733190099	0.733190099	0.733190099	0.923819525
530	0.733190099	0.733190099	0.733190099	0.923819525
531	0.733190099	0.733190099	0.733190099	0.923819525
532	0.733190099	0.733190099	0.733190099	0.923819525
533	0.733190099	0.733190099	0.733190099	0.923819525
534	0.733190099	0.733190099	0.733190099	0.923819525
535	0.733190099	0.733190099	0.733190099	0.923819525
536	0.733190099	0.733190099	0.733190099	0.923819525
537	0.733190099	0.733190099	0.733190099	0.923819525
538	0.733190099	0.733190099	0.733190099	0.923819525
539	0.733190099	0.733190099	0.733190099	0.923819525
540	0.733190099	0.733190099	0.733190099	0.923819525
541	0.733190099	0.733190099	0.733190099	0.923819525
542	0.733190099	0.733190099	0.733190099	0.923819525
543	0.733190099	0.733190099	0.733190099	0.923819525
544	0.733190099	0.733190099	0.733190099	0.923819525
545	0.733190099	0.733190099	0.733190099	0.923819525
546	0.733190099	0.733190099	0.733190099	0.923819525
547	0.733190099	0.733190099	0.733190099	0.923819525
548	0.733190099	0.733190099	0.733190099	0.923819525
549	0.733190099	0.733190099	0.733190099	0.923819525
550	0.733190099	0.733190099	0.733190099	0.923819525
551	0.733190099	0.733190099	0.733190099	0.923819525
552	0.733190099	0.733190099	0.733190099	0.923819525
553	0.733190099	0.733190099	0.733190099	0.923819525
554	0.733190099	0.733190099	0.733190099	0.923819525
555	0.733190099	0.733190099	0.733190099	0.923819525
556	0.733190099	0.733190099	0.733190099	0.923819525
557	0.733190099	0.733190099	0.733190099	0.923819525
558	0.733190099	0.733190099	0.733190099	0.923819525
559	0.733190099	0.733190099	0.733190099	0.923819525
560	0.733190099	0.733190099	0.733190099	0.923819525
561	0.733190099	0.733190099	0.733190099	0.923819525
562	0.733190099	0.733190099	0.733190099	0.923819525
563	0.733190099	0.733190099	0.733190099	0.923819525
564	0.733190099	0.733190099	0.733190099	0.923819525
565	0.733190099	0.733190099	0.733190099	0.923819525
566	0.733190099	0.733190099	0.733190099	0.923819525
567	0.733190099	0.733190099	0.733190099	0.923819525
568	0.733190099	0.733190099	0.733190099	0.923819525
569	0.733190099	0.733190099	0.733190099	0.923819525
570	0.733190099	0.733190099	0.733190099	0.923819525
571	0.733190099	0.733190099	0.733190099	0.923819525
572	0.733190099	0.733190099	0.733190099	0.923819525
573	0.733190099	0.733190099	0.733190099	0.923819525
574	0.733190099	0.733190099	0.733190099	0.923819525
575	0.733190099	0.733190099	0.733190099	0.923819525
576	0.733190099	0.733190099	0.733190099	0.923819525
577	0.733190099	0.733190099	0.733190099	0.923819525
578	0.733190099	0.733190099	0.733190099	0.923819525
579	0.733190099	0.733190099	0.733190099	0.923819525
