Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
441	2.46994565	2.46994565	2.46994565	2.46994565
442	2.476951536	2.476951536	2.476951536	2.476951536
443	2.483955929	2.483955929	2.483955929	2.483955929
444	2.490958831	2.490958831	2.490958831	2.490958831
445	2.497960241	2.497960241	2.497960241	2.497960241
446	2.504960159	2.504960159	2.504960159	2.504960159
447	2.511958585	2.511958585	2.511958585	2.511958585
448	2.520356697	2.520356697	2.520356697	2.520356697
449	2.527355123	2.527355123	2.527355123	2.527355123
450	2.534354375	2.534354375	2.534354375	2.534354375
451	2.541354452	2.541354452	2.541354452	2.541354452
452	2.548355355	2.548355355	2.548355355	2.548355355
453	2.555357084	2.555357084	2.555357084	2.555357084
454	2.562359639	2.562359639	2.562359639	2.562359639
455	2.570762704	2.570762704	2.570762704	2.570762704
456	2.578967984	2.578967984	2.578967984	2.578967984
457	2.586975477	2.586975477	2.586975477	2.586975477
458	2.594785185	2.594785185	2.594785185	2.594785185
459	2.602397107	2.602397107	2.602397107	2.602397107
460	2.609811243	2.609811243	2.609811243	2.609811243
461	2.617027594	2.617027594	2.617027594	2.617027594
462	2.623041219	2.623041219	2.623041219	2.623041219
463	2.629259731	2.629259731	2.629259731	2.629259731
464	2.63568313	2.63568313	2.63568313	2.63568313
465	2.642311416	2.642311416	2.642311416	2.642311416
466	2.649144589	2.649144589	2.649144589	2.649144589
467	2.656182648	2.656182648	2.656182648	2.656182648
468	2.66462832	2.66462832	2.66462832	2.66462832
469	2.672878039	2.672878039	2.672878039	2.672878039
470	2.680931808	2.680931808	2.680931808	2.680931808
471	2.688789624	2.688789624	2.688789624	2.688789624
472	2.696451489	2.696451489	2.696451489	2.696451489
473	2.703917403	2.703917403	2.703917403	2.703917403
474	2.711187365	2.711187365	2.711187365	2.711187365
475	2.717245666	2.717245666	2.717245666	2.717245666
476	2.72351343	2.72351343	2.72351343	2.72351343
477	2.729990655	2.729990655	2.729990655	2.729990655
478	2.736677342	2.736677342	2.736677342	2.736677342
479	2.743573491	2.743573491	2.743573491	2.743573491
480	2.750679102	2.750679102	2.750679102	2.750679102
481	2.760226724	2.760226724	2.760226724	2.760226724
482	2.769374113	2.769374113	2.769374113	2.769374113
483	2.77812127	2.77812127	2.77812127	2.77812127
484	2.786468194	2.786468194	2.786468194	2.786468194
485	2.794414885	2.794414885	2.794414885	2.794414885
486	2.801961343	2.801961343	2.801961343	2.801961343
487	2.80706579	2.80706579	2.80706579	2.80706579
488	2.81258788	2.81258788	2.81258788	2.81258788
489	2.818527613	2.818527613	2.818527613	2.818527613
490	2.824884989	2.824884989	2.824884989	2.824884989
491	2.831660008	2.831660008	2.831660008	2.831660008
492	2.83885267	2.83885267	2.83885267	2.83885267
493	2.847483865	2.847483865	2.847483865	2.847483865
494	2.855919134	2.855919134	2.855919134	2.855919134
495	2.864158478	2.864158478	2.864158478	2.864158478
496	2.872201897	2.872201897	2.872201897	2.872201897
497	2.88004939	2.88004939	2.88004939	2.88004939
498	2.887700958	2.887700958	2.887700958	2.887700958
499	2.895156601	2.895156601	2.895156601	2.895156601
500	2.901369637	2.901369637	2.901369637	2.901369637
501	2.907802104	2.907802104	2.907802104	2.907802104
502	2.914454004	2.914454004	2.914454004	2.914454004
503	2.921325335	2.921325335	2.921325335	2.921325335
504	2.928416099	2.928416099	2.928416099	2.928416099
505	2.935726295	2.935726295	2.935726295	2.935726295
506	2.918000238	2.918000238	2.918000238	2.918000238
507	2.900381212	2.900381212	2.900381212	2.900381212
508	2.882868571	2.882868571	2.882868571	2.882868571
509	2.865461672	2.865461672	2.865461672	2.865461672
510	2.848159876	2.848159876	2.848159876	2.848159876
511	2.83096255	2.83096255	2.83096255	2.83096255
512	2.813869062	2.813869062	2.813869062	2.813869062
513	2.796878785	2.796878785	2.796878785	2.796878785
514	2.779991097	2.779991097	2.779991097	2.779991097
515	2.763205377	2.763205377	2.763205377	2.763205377
516	2.74652101	2.74652101	2.74652101	2.74652101
517	2.729937384	2.729937384	2.729937384	2.729937384
518	2.71345389	2.71345389	2.71345389	2.71345389
519	2.697069925	2.697069925	2.697069925	2.697069925
520	2.680784887	2.680784887	2.680784887	2.680784887
521	2.664598179	2.664598179	2.664598179	2.664598179
522	2.648509207	2.648509207	2.648509207	2.648509207
523	2.632517381	2.632517381	2.632517381	2.632517381
524	2.616622114	2.616622114	2.616622114	2.616622114
525	2.600822824	2.600822824	2.600822824	2.600822824
526	2.585118931	2.585118931	2.585118931	2.585118931
527	2.569509858	2.569509858	2.569509858	2.569509858
528	2.553995034	2.553995034	2.553995034	2.553995034
529	2.538573889	2.538573889	2.538573889	2.538573889
530	2.523245858	2.523245858	2.523245858	2.523245858
531	2.508010378	2.508010378	2.508010378	2.508010378
532	2.492866891	2.492866891	2.492866891	2.492866891
533	2.477814841	2.477814841	2.477814841	2.477814841
534	2.462853675	2.462853675	2.462853675	2.462853675
535	2.447982846	2.447982846	2.447982846	2.447982846
536	2.433201808	2.433201808	2.433201808	2.433201808
537	2.418510019	2.418510019	2.418510019	2.418510019
538	2.403906939	2.403906939	2.403906939	2.403906939
539	2.389392033	2.389392033	2.389392033	2.389392033
540	2.374964769	2.374964769	2.374964769	2.374964769
541	2.360624617	2.360624617	2.360624617	2.360624617
542	2.346371052	2.346371052	2.346371052	2.346371052
543	2.332203551	2.332203551	2.332203551	2.332203551
544	2.318121594	2.318121594	2.318121594	2.318121594
545	2.304124664	2.304124664	2.304124664	2.304124664
546	2.290212249	2.290212249	2.290212249	2.290212249
547	2.276383837	2.276383837	2.276383837	2.276383837
548	2.262638922	2.262638922	2.262638922	2.262638922
549	2.248976999	2.248976999	2.248976999	2.248976999
550	2.235397568	2.235397568	2.235397568	2.235397568
551	2.22190013	2.22190013	2.22190013	2.22190013
552	2.20848419	2.20848419	2.20848419	2.20848419
553	2.195149256	2.195149256	2.195149256	2.195149256
554	2.181894839	2.181894839	2.181894839	2.181894839
555	2.168720453	2.168720453	2.168720453	2.168720453
556	2.155625615	2.155625615	2.155625615	2.155625615
557	2.142609844	2.142609844	2.142609844	2.142609844
558	2.129672662	2.129672662	2.129672662	2.129672662
559	2.116813596	2.116813596	2.116813596	2.116813596
560	2.104032174	2.104032174	2.104032174	2.104032174
561	2.091327926	2.091327926	2.091327926	2.091327926
562	2.078700388	2.078700388	2.078700388	2.078700388
563	2.066149095	2.066149095	2.066149095	2.066149095
564	2.053673587	2.053673587	2.053673587	2.053673587
565	2.041273407	2.041273407	2.041273407	2.041273407
566	2.0289481	2.0289481	2.0289481	2.0289481
567	2.016697214	2.016697214	2.016697214	2.016697214
568	2.004520299	2.004520299	2.004520299	2.004520299
569	1.992416909	1.992416909	1.992416909	1.992416909
570	1.9803866	1.9803866	1.9803866	1.9803866
571	1.96842893	1.96842893	1.96842893	1.96842893
572	1.956543462	1.956543462	1.956543462	1.956543462
573	1.944729758	1.944729758	1.944729758	1.944729758
574	1.932987386	1.932987386	1.932987386	1.932987386
575	1.921315916	1.921315916	1.921315916	1.921315916
576	1.909714918	1.909714918	1.909714918	1.909714918
577	1.898183967	1.898183967	1.898183967	1.898183967
578	1.886722641	1.886722641	1.886722641	1.886722641
579	1.875330519	1.875330519	1.875330519	1.875330519
580	1.864007183	1.864007183	1.864007183	1.864007183
581	1.852752218	1.852752218	1.852752218	1.852752218
582	1.841565211	1.841565211	1.841565211	1.841565211
583	1.830445752	1.830445752	1.830445752	1.830445752
584	1.819393432	1.819393432	1.819393432	1.819393432
585	1.808407847	1.808407847	1.808407847	1.808407847
586	1.797488593	1.797488593	1.797488593	1.797488593
587	1.786635271	1.786635271	1.786635271	1.786635271
588	1.775847481	1.775847481	1.775847481	1.775847481
589	1.765124829	1.765124829	1.765124829	1.765124829
590	1.75446692	1.75446692	1.75446692	1.75446692
591	1.743873364	1.743873364	1.743873364	1.743873364
592	1.733343773	1.733343773	1.733343773	1.733343773
593	1.72287776	1.72287776	1.72287776	1.72287776
594	1.712474941	1.712474941	1.712474941	1.712474941
595	1.702134935	1.702134935	1.702134935	1.702134935
596	1.691857362	1.691857362	1.691857362	1.691857362
597	1.681641846	1.681641846	1.681641846	1.681641846
598	1.671488012	1.671488012	1.671488012	1.671488012
599	1.661395487	1.661395487	1.661395487	1.661395487
600	1.651363901	1.651363901	1.651363901	1.651363901
601	1.641392886	1.641392886	1.641392886	1.641392886
602	1.631482077	1.631482077	1.631482077	1.631482077
603	1.62163111	1.62163111	1.62163111	1.62163111
604	1.611839623	1.611839623	1.611839623	1.611839623
605	1.602107258	1.602107258	1.602107258	1.602107258
606	1.592433657	1.592433657	1.592433657	1.592433657
607	1.582818466	1.582818466	1.582818466	1.582818466
608	1.573261332	1.573261332	1.573261332	1.573261332
609	1.563761904	1.563761904	1.563761904	1.563761904
610	1.554319835	1.554319835	1.554319835	1.554319835
611	1.544934777	1.544934777	1.544934777	1.544934777
612	1.535606386	1.535606386	1.535606386	1.535606386
613	1.526334321	1.526334321	1.526334321	1.526334321
614	1.517118241	1.517118241	1.517118241	1.517118241
615	1.507957808	1.507957808	1.507957808	1.507957808
616	1.498852686	1.498852686	1.498852686	1.498852686
617	1.489802542	1.489802542	1.489802542	1.489802542
618	1.480807042	1.480807042	1.480807042	1.480807042
619	1.471865858	1.471865858	1.471865858	1.471865858
620	1.462978661	1.462978661	1.462978661	1.462978661
621	1.454145126	1.454145126	1.454145126	1.454145126
622	1.445364928	1.445364928	1.445364928	1.445364928
623	1.436637745	1.436637745	1.436637745	1.436637745
624	1.427963257	1.427963257	1.427963257	1.427963257
625	1.419341146	1.419341146	1.419341146	1.419341146
626	1.410771096	1.410771096	1.410771096	1.410771096
627	1.402252792	1.402252792	1.402252792	1.402252792
628	1.393785922	1.393785922	1.393785922	1.393785922
629	1.385370176	1.385370176	1.385370176	1.385370176
630	1.377005244	1.377005244	1.377005244	1.377005244
631	1.36869082	1.36869082	1.36869082	1.36869082
632	1.360426599	1.360426599	1.360426599	1.360426599
633	1.352212278	1.352212278	1.352212278	1.352212278
634	1.344047555	1.344047555	1.344047555	1.344047555
635	1.335932131	1.335932131	1.335932131	1.335932131
636	1.327865709	1.327865709	1.327865709	1.327865709
637	1.319847992	1.319847992	1.319847992	1.319847992
638	1.311878686	1.311878686	1.311878686	1.311878686
639	1.303957499	1.303957499	1.303957499	1.303957499
